class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class label
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.831,4.111111,0.858,4.142857,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.83,4.1190476,0.88,3.9761906,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.827,4.174603,0.862,4.1825395,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.854,4.0555553,0.854,4.1904764,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.84,4.0634923,0.876,4.0238094,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.015873,0.895,3.8650794,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.841,4.1507936,0.87,4.015873,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.847,3.8333333,0.897,3.8650794,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.864,3.8333333,0.854,4.0793653,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.833,4.142857,0.873,4.047619,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.0555553,0.865,4.095238,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.862,3.9285715,0.87,4.0873017,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.823,4.1349206,0.893,4.0079365,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.842,3.936508,0.867,4.126984,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.844,4.0873017,0.886,3.9126985,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.838,4.015873,0.865,4.0793653,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.848,4.1031747,0.876,3.9444444,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.828,4.2063494,0.874,4.0238094,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.835,4.1666665,0.874,4.0396824,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.847,4,0.874,4.0634923,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.829,4.15873,0.897,3.9285715,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.819,4.1349206,0.878,3.984127,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.839,4.015873,0.879,3.9920635,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.031746,0.89,3.952381,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.857,3.952381,0.887,3.9285715,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.838,4.0555553,0.869,4.1031747,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.849,3.936508,0.867,4.111111,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,3.984127,0.905,3.7857144,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.817,4.198413,0.87,4,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.031746,0.896,3.8809524,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.86,4.0555553,0.873,4.1190476,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.0634923,0.88,4.015873,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.849,3.9444444,0.889,3.9444444,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.834,4.15873,0.887,4.015873,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.851,4.0793653,0.858,4.1031747,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.849,4.1031747,0.89,3.9047618,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.833,4.15873,0.868,4.0634923,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.843,4.031746,0.903,3.8015873,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.853,4.0793653,0.896,3.8730159,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.85,4.0238094,0.89,3.8174603,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.84,3.8809524,0.877,3.9603174,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.853,3.9126985,0.848,4.174603,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.198413,0.885,3.984127,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.1190476,0.858,4.1031747,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.047619,0.916,3.7301588,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.863,3.9682539,0.854,4.1190476,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.1031747,0.856,4.198413,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.834,4.214286,0.866,4.0555553,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.839,4.174603,0.894,3.8809524,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.1825395,0.91,3.7301588,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.845,3.936508,0.863,4.111111,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.839,4.0634923,0.864,4.1190476,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.832,4.2936506,0.878,3.920635,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,3.9444444,0.877,4.0079365,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.843,4.1507936,0.844,4.2619047,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.847,3.9920635,0.868,4.0634923,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.1904764,0.9,3.8253968,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.111111,0.862,4.1190476,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.849,3.9126985,0.886,4.031746,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,3.8730159,0.874,4.0793653,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.844,3.952381,0.85,4.1507936,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.838,4,0.879,4.0873017,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.816,4.3095236,0.875,4.0238094,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.84,4.047619,0.895,3.8809524,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.814,4.2222223,0.881,4.071429,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.842,4.015873,0.883,3.952381,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.839,3.9603174,0.854,4.126984,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.835,4.071429,0.866,4.1507936,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.126984,0.902,3.8412697,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.849,4.047619,0.889,3.9126985,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.836,4.2380953,0.88,3.936508,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.827,4.142857,0.884,3.952381,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.845,4.031746,0.875,3.984127,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.843,3.8650794,0.852,4.198413,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.849,4,0.865,4.126984,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.842,4.1666665,0.901,3.8015873,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.834,4.071429,0.887,3.920635,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.846,4.126984,0.88,3.984127,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.826,4.1031747,0.871,4.0396824,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.844,3.952381,0.885,3.984127,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.826,4.126984,0.859,4.1666665,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.847,4.174603,0.851,4.1904764,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.84,4.269841,0.893,3.9047618,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.842,4.15873,0.893,3.920635,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
jazz,0.858,1.7698413,0.592,2.3253968,0.774,3.1507936,0.819,2.7063491,0.852,4.111111,0.876,4,0.72,2.0873015,1.706,2.420635,0.328,2.6031747,0.803,0.8174603,1.393,2.7857144,1.044,0.007936508,1.138,0.65873015,-0.003,0,3
