class label,FT1 value a,FT1 value b,FT2 value a,FT2 value b,FT3 value a,FT3 value b,FT4 value a,FT4 value b,FT5 value a,FT5 value b,FT6 value a,FT6 value b,FT7 value a,FT7 value b,FT8 value a,FT8 value b,FT9 value a,FT9 value b,FT10 value a,FT10 value b,FT11 value a,FT11 value b,FT12 value a,FT12 value b,FT13 value a,FT13 value b,FT14 value a,FT14 value b,class
metal,0.528,245.53969,0.528,230.42064,0.591,239.53969,0.577,216.14285,0.589,426.14285,0.641,417.7143,0.576,255.4127,0.91,112.333336,0.437,302.1905,0.747,46.31746,1.149,298.96826,1.096,42.650795,1.179,104.42857,0,0,0
metal,0.513,242.86508,0.513,239.22223,0.561,250.80952,0.592,222.01587,0.591,433.63492,0.643,424.73016,0.54,331.6746,0.918,80.309525,0.43,329.03174,0.778,38.753967,1.127,330.42062,1.144,50.11111,1.196,111.34127,0,0,0
metal,0.532,242.46825,0.531,228.0238,0.576,234.61111,0.579,213.74603,0.587,422.76984,0.636,414.64285,0.595,153.7381,0.889,118.34127,0.469,266.0476,0.77,84.43651,1.16,224.46031,1.038,28.206348,1.184,112.07937,0,0,0
metal,0.551,246.34126,0.539,249.15079,0.587,255.76984,0.587,224.07143,0.59,432.11905,0.641,427.87302,0.572,278.55554,0.927,100.46032,0.455,311.69843,0.798,66.51588,1.142,298.70636,1.115,70.650795,1.218,132.64285,0,0,0
metal,0.367,167.46031,0.428,134.89682,0.499,145.4127,0.433,115.57937,0.581,323.29364,0.62,318.5,0.429,74.36508,0.642,166.25397,0.328,111.24603,0.52,80.31746,1.013,215.33333,0.84,24.079365,0.927,65.56349,0,0,0
metal,0.553,260.4365,0.532,271.75397,0.568,279.90475,0.614,261.22223,0.593,470.86508,0.648,463.42856,0.563,385.27777,1.014,48.753967,0.464,401.63492,0.862,20.84127,1.201,218.55556,1.258,38.27778,1.315,78.809525,0,0,0
metal,0.501,228.53175,0.502,213.03969,0.536,222.88889,0.54,189.20634,0.587,397.57144,0.63,394.4524,0.547,118.32539,0.819,119.769844,0.442,201.12698,0.722,92.468254,1.122,180.55556,0.965,26.325397,1.148,113.507935,0,0,0
metal,0.49,216.75397,0.517,201.6746,0.57,206.96825,0.542,182.1746,0.585,389.49207,0.63,384.4127,0.55,104.81746,0.814,157.95238,0.441,180.57936,0.699,107.5873,1.133,233.38095,0.937,32.99206,1.104,117.78571,0,0,0
metal,0.533,248.72223,0.518,221.13492,0.575,231.65874,0.561,204.98413,0.587,412.8254,0.635,407.03967,0.569,169.80159,0.881,129.51587,0.437,266.57938,0.737,77.15873,1.162,214.8254,1.032,16.880953,1.14,76.79365,0,0,0
metal,0.499,224.87302,0.516,203.36508,0.566,209.86508,0.552,188.22223,0.588,396.3254,0.631,392.46033,0.559,117.11905,0.822,137.76984,0.451,196.51587,0.716,94.468254,1.119,231.07143,0.96,36.785713,1.116,119.150795,0,0,0
metal,0.422,194.27777,0.478,176.65079,0.543,188.98413,0.494,159.11905,0.583,364.6111,0.629,357.92062,0.506,112.968254,0.755,160.31746,0.393,171.07936,0.628,88.19841,1.091,237.34921,0.921,26.031746,1.027,85.53968,0,0,0
metal,0.519,247.65874,0.513,239.80952,0.558,250.7619,0.571,218.46031,0.589,432.1905,0.637,424.27777,0.557,233.50793,0.91,96.07937,0.429,293,0.768,54.690475,1.153,217.18254,1.09,41.833332,1.194,88.31746,0,0,0
metal,0.429,195.37302,0.483,171.0873,0.551,180.62698,0.489,140.76984,0.583,349.57144,0.623,343.5,0.497,76.80159,0.726,191.92857,0.411,115.57143,0.612,115.507935,1.079,257.9365,0.861,36.396824,0.998,106.269844,0,0,0
metal,0.433,194.66667,0.477,159.03175,0.546,168.38889,0.469,132.44444,0.582,339.1746,0.621,336.99207,0.489,40.18254,0.703,194.99207,0.4,96.09524,0.587,114.55556,1.074,217.38095,0.843,12.206349,0.986,82.09524,0,0,0
metal,0.503,224.99207,0.508,214.7619,0.568,226.69048,0.538,191.54762,0.589,398.2619,0.635,393.69843,0.543,197.30159,0.84,128.11111,0.415,243.72223,0.7,65.7381,1.119,258.65872,1.019,47.904762,1.125,106.85714,0,0,0
metal,0.363,181.53969,0.451,136.70634,0.524,145.69841,0.458,117.94444,0.58,324.00793,0.618,319.36508,0.448,44.555557,0.663,197.81746,0.358,86.88095,0.539,105.46032,1.044,235.27777,0.828,15.3412695,0.937,74.992065,0,0,0
metal,0.37,174.96031,0.486,147.46825,0.57,158.57936,0.444,116.230156,0.58,322.55554,0.621,318.79364,0.481,39.99206,0.689,233.18254,0.398,73.230156,0.565,132.07143,1.077,265.46033,0.809,14.944445,0.968,99.230156,0,0,0
metal,0.476,232.15079,0.529,199.18254,0.587,215.18254,0.528,169.87302,0.585,376.55554,0.628,373.96033,0.547,93.7619,0.811,188.81746,0.456,153.69841,0.709,136.88889,1.146,244.2619,0.907,23.817461,1.097,118.74603,0,0,0
metal,0.543,251.4762,0.53,255.86508,0.573,265.79364,0.602,237.0238,0.591,446.86508,0.644,438.24603,0.581,301.51587,0.957,78.07143,0.456,335.36508,0.818,51.984127,1.162,287.0873,1.157,57.444443,1.249,113.98412,0,0,0
metal,0.561,260.68253,0.538,270.87302,0.575,277.75397,0.612,258.60318,0.593,467.1111,0.646,458.01587,0.579,341.6111,1.009,58.079365,0.462,387.14285,0.859,30.142857,1.203,206.43651,1.225,43.00794,1.303,90.06349,0,0,0
metal,0.53,250.7619,0.532,240.60318,0.58,248.76984,0.588,236.92064,0.592,441.7381,0.64,436.49207,0.577,269.57144,0.942,88.28571,0.449,324.8254,0.804,56.865078,1.174,230.83333,1.126,33.785713,1.222,86.07937,0,0,0
metal,0.542,256.98413,0.533,262.42062,0.573,269.3095,0.598,256.20636,0.593,462.51587,0.647,456.24603,0.564,355.25397,0.991,58.31746,0.456,380.20636,0.848,33.34127,1.191,211.5,1.218,32.714287,1.284,76.730156,0,0,0
metal,0.535,258.38095,0.516,265.1746,0.548,275.83334,0.62,252.72223,0.592,466.49207,0.648,458.19843,0.531,401.8889,0.997,45.968254,0.443,389.29364,0.848,20.928572,1.182,252.9762,1.25,37.174603,1.29,83.28571,0,0,0
metal,0.551,253.76984,0.552,244.92064,0.593,253.77777,0.594,228.4127,0.589,433.6111,0.636,427.6508,0.612,144.28572,0.936,127.44444,0.488,244.90475,0.812,94.388885,1.212,207.2619,1.026,33.142857,1.241,128.15874,0,0,0
metal,0.51,243.5873,0.5,242.2619,0.538,255.1746,0.572,228.65079,0.591,438.61905,0.64,433.75397,0.516,354.53967,0.919,63.57143,0.429,348.29364,0.781,27.547619,1.126,240.7381,1.17,37.150795,1.204,70.5,0,0,0
metal,0.526,244.28572,0.521,244.13492,0.566,251.7619,0.603,229.88095,0.59,440.49207,0.643,431.7619,0.553,315.37302,0.935,80.04762,0.442,333.09525,0.801,42.761906,1.143,308.3492,1.148,50.72222,1.214,105.05556,0,0,0
metal,0.505,247.34126,0.5,240.78572,0.541,252.54762,0.598,215.7381,0.59,433.1905,0.641,426.5238,0.513,337.26984,0.913,75.68254,0.416,326.57938,0.774,36.960316,1.116,312.73016,1.141,36.031746,1.193,91.07937,0,0,0
metal,0.538,254.85715,0.531,260.0635,0.571,270.01587,0.601,247.33333,0.591,462.19843,0.643,453.23016,0.568,332.15872,0.982,67.166664,0.451,360.88095,0.841,37.166668,1.189,213.95238,1.193,34.849205,1.272,84.849205,0,0,0
metal,0.526,247.65079,0.519,243.2619,0.557,252.78572,0.602,229.57143,0.592,438.92856,0.64,434.31747,0.563,281.92856,0.926,72.37302,0.446,328.69843,0.796,45.095238,1.138,277.57938,1.129,51.11111,1.213,110.63492,0,0,0
metal,0.483,225.72223,0.514,203.19841,0.568,213.57143,0.55,184.88889,0.585,393.18253,0.63,387.4524,0.552,105.37302,0.828,155.84126,0.444,178.79366,0.711,101.05556,1.146,218.13492,0.949,15.365079,1.107,99.38095,0,0,0
metal,0.523,240.3254,0.519,242.98413,0.562,249.65079,0.573,219.05556,0.589,430.22223,0.642,419.50793,0.573,255.00793,0.904,86.02381,0.443,317.20636,0.763,41.460316,1.137,269.8492,1.11,57.00794,1.19,110.9127,0,0,0
metal,0.514,238.42857,0.512,229.0238,0.552,236.46031,0.572,222.81746,0.589,427.8095,0.638,423.22223,0.568,196.69048,0.892,86.468254,0.451,289.79364,0.779,55.404762,1.146,162.48413,1.07,28.944445,1.182,81.67461,0,0,0
metal,0.54,245.69048,0.544,222.61905,0.589,231.53175,0.568,199.23016,0.588,408.27777,0.634,400.85715,0.581,113.333336,0.873,155.79366,0.474,195.71428,0.767,125.07143,1.179,221.88889,0.965,34.087303,1.176,133.57936,0,0,0
metal,0.492,236.27777,0.517,201.88889,0.57,204.89682,0.545,173.80159,0.586,384.24603,0.627,377.92856,0.537,86.5,0.813,171.78572,0.444,152.0873,0.705,120.85714,1.142,215.09525,0.906,12.047619,1.106,110.57143,0,0,0
metal,0.476,211.86508,0.513,174.38095,0.579,181.65874,0.511,146.87302,0.583,354.81747,0.624,348.5238,0.517,40.015873,0.752,212.34126,0.444,81.82539,0.653,155.31746,1.117,237.96031,0.842,15.626985,1.037,116.62698,0,0,0
metal,0.386,192.48413,0.503,156.62698,0.596,162.15874,0.481,129.44444,0.582,336.7381,0.623,330.59525,0.497,51.746033,0.736,250.00793,0.404,94.14286,0.599,138.54762,1.121,285.3889,0.828,17.579365,0.972,87.9127,0,0,0
metal,0.468,230.9127,0.539,193.84921,0.606,203.98413,0.542,167.84126,0.585,374.27777,0.629,367.98413,0.552,70.492065,0.82,213.62698,0.462,130.30952,0.708,153.40475,1.171,264.73016,0.886,19.547619,1.079,113.06349,0,0,0
metal,0.526,244.28572,0.521,244.13492,0.566,251.7619,0.603,229.88095,0.591,441.40475,0.643,432.31747,0.553,315.37302,0.935,80.04762,0.442,333.09525,0.801,42.761906,1.143,308.3492,1.148,50.72222,1.214,105.05556,0,0,0
metal,0.366,181.25397,0.477,140.98413,0.566,151,0.436,111.55556,0.579,318.96033,0.618,314.6905,0.465,38.404762,0.679,236.68254,0.375,71.190475,0.54,117.93651,1.074,257.19843,0.802,10.563492,0.948,82.0873,0,0,0
metal,0.533,256.01587,0.528,260.05554,0.565,269.76984,0.595,246.99207,0.593,458.87302,0.644,450.8254,0.562,333.6746,0.979,65.51588,0.451,367.11905,0.839,35.539684,1.193,205.34921,1.193,33.833332,1.268,80.88095,0,0,0
metal,0.528,247.7619,0.534,253.74603,0.579,265.00793,0.581,232.96825,0.59,445,0.643,435.65872,0.57,301.24603,0.953,93.07937,0.455,352.7381,0.822,62.49206,1.183,259.31747,1.164,39.42857,1.239,98.07937,0,0,0
metal,0.524,251.94444,0.506,252.68254,0.538,263.99207,0.609,235.5238,0.593,448.6111,0.646,440.98413,0.516,382.83334,0.955,52.357143,0.418,355.83334,0.808,25.769842,1.132,286.5,1.201,50.52381,1.239,92.04762,0,0,0
metal,0.527,248.30159,0.536,247.95238,0.591,255.81746,0.582,227.40475,0.589,438.8254,0.642,427.7143,0.58,260.00793,0.945,110.492065,0.455,316.5476,0.808,73.492065,1.181,263.42856,1.113,32.93651,1.213,92.992065,0,0,0
metal,0.534,255.62698,0.517,261.90475,0.551,277.53967,0.601,243.88889,0.592,456.26984,0.645,450.57144,0.554,370.5635,0.974,50.579365,0.446,370.4365,0.825,27.714285,1.152,240.53175,1.215,50.087303,1.264,86.06349,0,0,0
metal,0.432,184.11905,0.457,164.78572,0.508,176.49207,0.481,145.64285,0.582,354.68253,0.623,347.42062,0.484,72.04762,0.705,143.61905,0.394,127.4127,0.604,90.07937,1.05,191.59525,0.881,23.357143,1.007,87.2619,0,0,0
metal,0.532,254.1746,0.529,252.30159,0.574,261.51587,0.598,239.6746,0.592,447.0873,0.645,440.92856,0.569,324.8492,0.958,76.72222,0.461,353.5238,0.817,41.79365,1.164,276.62698,1.167,41.825397,1.235,92.86508,0,0,0
metal,0.524,242.19048,0.53,220.74603,0.582,230.63492,0.562,207.71428,0.586,413.11905,0.633,405.05554,0.58,139.5873,0.875,136.61111,0.459,225.16667,0.754,95.10317,1.164,202.46031,0.999,18.571428,1.165,100.190475,0,0,0
metal,0.53,250.7619,0.532,240.60318,0.58,248.76984,0.588,236.92064,0.591,442.0476,0.644,433.0238,0.577,269.57144,0.942,88.28571,0.449,324.8254,0.804,56.865078,1.174,230.83333,1.126,33.785713,1.222,86.07937,0,0,0
metal,0.532,254.1746,0.529,252.30159,0.574,261.51587,0.598,239.6746,0.592,446.73016,0.646,440.37302,0.569,324.8492,0.958,76.72222,0.461,353.5238,0.817,41.79365,1.164,276.62698,1.167,41.825397,1.235,92.86508,0,0,0
metal,0.551,246.34126,0.539,249.15079,0.587,255.76984,0.587,224.07143,0.59,434.1111,0.641,430.4762,0.572,278.55554,0.927,100.46032,0.455,311.69843,0.798,66.51588,1.142,298.70636,1.115,70.650795,1.218,132.64285,0,0,0
metal,0.532,252.07936,0.53,248.57936,0.573,256.89682,0.592,237.4127,0.591,443.5,0.64,438.76984,0.577,273.1746,0.95,85.230156,0.458,326.8889,0.821,60.746033,1.173,223.12698,1.133,30.579365,1.23,86.7381,0,0,0
rock,0.314,124.507935,0.418,113.611115,0.511,124.2619,0.368,86.11905,0.578,291.8889,0.615,289.39682,0.412,48.61111,0.59,206.88889,0.315,67.80159,0.453,86.18254,0.989,253.81746,0.797,32.055557,0.877,68.650795,0,0,0
rock,0.311,136.96825,0.438,114.75397,0.535,123.992065,0.365,83.82539,0.578,291.12698,0.614,286.22223,0.43,17.603174,0.593,229.20634,0.348,39.325397,0.46,105.89683,1.005,241.79366,0.768,17.63492,0.887,74.57143,0,0,0
rock,0.382,159.54762,0.432,142.76984,0.497,156.48413,0.426,119.2381,0.581,326.90475,0.619,320.65872,0.455,70.650795,0.636,152.70634,0.361,111.388885,0.528,78.80159,0.996,216.03175,0.856,37.50794,0.948,86.849205,0,0,0
rock,0.411,177.09525,0.45,155.59525,0.518,164.57936,0.456,137.55556,0.582,344.2857,0.623,338.5635,0.48,89.769844,0.685,150.94444,0.375,141.94444,0.568,75.63492,1.033,213.84126,0.89,26.222221,0.979,77.88095,0,0,0
rock,0.446,189.86508,0.503,167.28572,0.593,180.66667,0.459,134.3254,0.581,345.0476,0.625,337.9524,0.535,51.968254,0.73,219.01587,0.437,103.86508,0.61,130.1746,1.095,257.5238,0.854,37.45238,1.004,108.05556,0,0,0
rock,0.335,139.2619,0.431,120.86508,0.519,131.15079,0.381,95.650795,0.579,302.33334,0.615,297.10318,0.439,34.650795,0.604,199.0238,0.353,59.746033,0.477,92.78571,1.001,229.85715,0.8,24.460318,0.9,73.833336,0,0,0
rock,0.273,106.69841,0.411,91.59524,0.528,99.89683,0.318,61.960316,0.576,266.60318,0.611,263.74603,0.391,4.4603176,0.553,247.7619,0.309,18.174603,0.405,104.690475,0.985,250.75397,0.746,3.4920635,0.831,43.198414,0,0,0
rock,0.287,130.38095,0.448,109.84127,0.565,117.94444,0.367,77.388885,0.576,283.46033,0.612,279.48413,0.429,20.47619,0.61,264.73016,0.341,38.031746,0.464,122.29365,1.03,281.5,0.76,14.880953,0.865,62.166668,0,0,0
